,routes,count,day_time
146,89f05ab6823ffff**89f05ab6827ffff**89f05ab6887ffff**89f05ab683bffff**89f05ab68abffff**89f05ab6807ffff**89f05ab695bffff**89f05ab68bbffff**89f05ab6c23ffff**89f05ab682bffff**89f05ab6897ffff**89f05ab6b97ffff**89f05ab6c2fffff**89f05ab6837ffff**89f05ab6833ffff**89f05ab682fffff**89f05ab6817ffff,64,Morning
108,89f05aa45cbffff**89f05aa44a3ffff**89f05aa45c3ffff**89f05aa45cfffff**89f05aa636bffff**89f05aa44b7ffff**89f05aa44afffff**89f05aa6343ffff**89f05aa454fffff**89f05aa634bffff**89f05aa634fffff**89f05aa637bffff**89f05aa44b3ffff**89f05aa45dbffff**89f05aa6353ffff**89f05aa44a7ffff**89f05aa4543ffff**89f05aa4553ffff**89f05aa45d3ffff,64,Night
82,89f05ab4d2bffff**89f05ab493bffff**89f05ab4d33ffff**89f05ab490fffff**89f05ab4917ffff**89f05ab4dabffff**89f05ab498fffff**89f05ab4993ffff**89f05ab4903ffff**89f05ab4913ffff**89f05ab4907ffff**89f05ab4d07ffff**89f05ab4d3bffff**89f05ab4983ffff**89f05ab49bbffff,56,Night
131,89f05aa650bffff**89f05aa6147ffff**89f05aa6157ffff**89f05aa6563ffff**89f05aa658bffff**89f05aa616bffff**89f05aa6573ffff**89f05aa656fffff**89f05aa617bffff,55,Night
149,89f05aa4513ffff**89f05aa45bbffff**89f05aa4587ffff**89f05aa632bffff**89f05aa4597ffff**89f05aa633bffff**89f05aa45a3ffff**89f05aa458bffff**89f05aa459bffff**89f05aa45afffff**89f05aa45abffff**89f05aa4503ffff**89f05aa6a5bffff**89f05aa4583ffff**89f05aa458fffff**89f05aa4593ffff**89f05aa4537ffff**89f05aa4527ffff**89f05aa6367ffff**89f05aa630fffff**89f05aa6377ffff,54,Noon
21,89f05ab4947ffff**89f05ab49c7ffff**89f05ab49cbffff**89f05ab49cfffff**89f05ab4953ffff**89f05ab497bffff**89f05ab496bffff**89f05ab49c3ffff**89f05ab491bffff**89f05ab490bffff**89f05ab4957ffff,52,Night
155,89f05ab6b27ffff**89f0586b65bffff**89f05ab4d87ffff**89f05ab6b2fffff**89f05ab6babffff**89f05ab4dbbffff**89f05ab6b23ffff**89f0586b64bffff**89f05ab4d97ffff**89f05ab6b33ffff,50,Noon
97,89f05aa65b3ffff**89f05aa6537ffff**89f0586965bffff**89f05aa65a3ffff**89f0586964bffff,48,Night
70,89f058692c7ffff**89f0586968bffff**89f05ab4967ffff**89f058696c7ffff**89f05869647ffff**89f05ab4977ffff**89f0586966bffff**89f0586969bffff**89f058696d3ffff**89f05ab496fffff**89f05869677ffff**89f058696d7ffff**89f0586966fffff**89f05869673ffff**89f058692d7ffff**89f0586961bffff**89f0586967bffff**89f05869663ffff**89f0586960bffff**89f05869613ffff**89f05ab4973ffff**89f05869603ffff**89f05ab4963ffff**89f05869667ffff**89f05869657ffff**89f058692d3ffff**89f0586960fffff,48,Night
113,89f05ab49d3ffff**89f05ab4d63ffff**89f05ab4d67ffff**89f05ab4d77ffff**89f05ab49d7ffff**89f05ab498bffff**89f05ab4d0bffff**89f05ab4d6fffff**89f05ab4d0fffff**89f05ab4d03ffff**89f05ab4d73ffff**89f05ab499bffff,47,Night
119,89f05aa41c3ffff**89f05aa4147ffff**89f05aa41cbffff**89f05aa40a7ffff**89f05aa456bffff**89f05aa4143ffff**89f05aa4153ffff**89f05aa414fffff**89f05aa417bffff**89f05aa41d3ffff**89f05aa4ec3ffff**89f05aa416bffff**89f05aa43b7ffff**89f05aa41cfffff**89f05aa43a7ffff**89f05aa4edbffff**89f05aa4ed3ffff**89f05aa4157ffff**89f05aa4ecfffff**89f05aa41dbffff,42,Night
125,89f05aa4ad7ffff**89f05aa4e53ffff**89f05aa4a53ffff**89f05aa4acbffff**89f05aa5da7ffff**89f05aa5db3ffff**89f05aa4a47ffff**89f05aa5d37ffff**89f05aa4a57ffff**89f05aa4a43ffff**89f05aa4e43ffff**89f05aa5dafffff**89f05aa4e7bffff**89f05aa4e6bffff**89f05aa4a4fffff**89f05aa4acfffff**89f05aa4a7bffff**89f05aa4e4fffff**89f05aa4a4bffff**89f05aa5d27ffff**89f05aa4ac3ffff**89f05aa4ad3ffff**89f05aa4a5bffff**89f05aa4adbffff**89f05aa5da3ffff**89f05aa5db7ffff,42,Night
121,89f05aa758fffff**89f05aa7513ffff**89f05aa752bffff**89f05aa7567ffff**89f05ab5b3bffff**89f05ab5b2bffff**89f05aa759bffff**89f05aa753bffff**89f05aa7517ffff**89f05aa7593ffff**89f05ab5b77ffff**89f05ab5b67ffff**89f05aa758bffff**89f05aa7577ffff**89f05ab5b0fffff**89f05aa7503ffff**89f05aa7507ffff**89f05aa7583ffff**89f05aa719bffff,39,Night
130,89f0586b6cfffff**89f05ab696bffff**89f0586b6c3ffff**89f0586b6d3ffff**89f0586b6dbffff**89f0586b6cbffff**89f05ab6bb7ffff**89f0586b653ffff**89f0586b657ffff**89f05ab6ba7ffff,39,Night
132,89f0586b2d7ffff**89f0586b21bffff**89f0586b66fffff**89f0586b663ffff**89f0586b20bffff**89f0586b673ffff**89f0586b61bffff**89f0586b2c7ffff,37,Night
171,89f05ab4e03ffff**89f05ab4e13ffff,36,Evening
134,89f05aa6193ffff**89f05aa6107ffff**89f05aa652bffff**89f05aa653bffff**89f05aa618fffff**89f05aa6117ffff**89f05aa6507ffff**89f05aa619bffff**89f05aa613bffff**89f05aa618bffff**89f05aa6183ffff**89f05aa6113ffff,36,Night
136,89f05ab5b13ffff**89f05ab5b07ffff**89f05ab5b8fffff**89f05ab5823ffff**89f05ab5b03ffff**89f05ab5b9bffff**89f05ab5b83ffff**89f05ab5833ffff**89f05ab582bffff**89f05ab582fffff**89f05ab5b17ffff**89f05ab5b93ffff**89f05ab5867ffff**89f05ab5b8bffff,35,Night
138,89f05aa4883ffff**89f05aa4babffff**89f05aa482bffff**89f05aa4b33ffff**89f05aa6a27ffff**89f05aa4b83ffff**89f05aa4837ffff**89f05aa48a3ffff**89f05aa4ba3ffff**89f05aa6a33ffff**89f05aa4823ffff**89f05aa6a37ffff**89f05aa48a7ffff**89f05aa4833ffff**89f05aa4cb3ffff**89f05aa48b7ffff**89f05aa4c2fffff**89f05aa4c8fffff**89f05aa4cabffff**89f05aa483bffff**89f05aa4c87ffff**89f05aa4b97ffff**89f05aa4c07ffff**89f05aa4c17ffff**89f05aa6a23ffff**89f05aa4d4bffff**89f05aa6a87ffff**89f05aa6aabffff**89f05aa4ca3ffff**89f05aa495bffff**89f05aa4897ffff**89f05aa4c27ffff**89f05aa482fffff**89f05aa48abffff**89f05aa4bb3ffff**89f05aa6b4bffff**89f05aa48bbffff**89f05aa48b3ffff**89f05aa4807ffff**89f05aa4cbbffff**89f05aa4c97ffff**89f05aa4817ffff**89f05aa4c23ffff**89f05aa48afffff**89f05aa4887ffff**89f05aa4953ffff**89f05aa4893ffff**89f05aa4bbbffff**89f05aa4c37ffff**89f05aa4c2bffff**89f05aa4827ffff**89f05aa4c3bffff**89f05aa49cbffff**89f05aa49dbffff**89f05aa4c33ffff**89f05aa494bffff**89f05aa4d5bffff**89f05aa6abbffff**89f05aa4b87ffff**89f05aa488fffff**89f05aa4cafffff**89f05aa4b23ffff**89f05aa4b93ffff**89f05aa6b5bffff**89f05aa6a2fffff,33,Night
115,89f05aa6403ffff**89f05aa640fffff,33,Night
137,89f05ab6c33ffff**89f05ab6c3bffff**89f05ab6893ffff**89f05ab6883ffff**89f05ab6c2bffff**89f05ab6cabffff**89f05ab688fffff,32,Night
84,89f05aa7163ffff**89f05aa750fffff**89f05aa7173ffff**89f05aa710bffff**89f05aa716fffff**89f05aa711bffff**89f05aa46d7ffff**89f05aa469bffff**89f05aa7167ffff,31,Night
122,89f05ab6d43ffff**89f05ab6d4fffff**89f05ab6d57ffff**89f05ab6dcbffff**89f05ab6d53ffff**89f05ab6d4bffff**89f05ab68b7ffff**89f05ab68afffff**89f05ab69dbffff**89f05ab6d7bffff**89f05ab6d6bffff**89f05ab68b3ffff**89f05ab68a7ffff**89f05ab6d47ffff**89f05ab6d0bffff**89f05ab68a3ffff,30,Night
142,89f05aa48cbffff**89f05aa4eb7ffff**89f05aa4cc7ffff**89f05aa4ccfffff**89f05aa4c57ffff**89f05aa48d3ffff**89f05aa4c6bffff**89f05aa4c7bffff**89f05aa4c47ffff**89f05aa48dbffff**89f05aa4853ffff**89f05aa4ea7ffff,30,Morning
143,89f05aa416fffff**89f05aa410bffff**89f05aa4163ffff**89f05aa4173ffff**89f05aa411bffff**89f05aa41c7ffff**89f05aa41d7ffff,28,Morning
148,89f05aa6e3bffff**89f05aa6e0fffff**89f05aa6e93ffff**89f05aa6e17ffff**89f05aa6e2bffff**89f05aa612bffff**89f05aa6e07ffff**89f05aa6e83ffff**89f05aa6e8fffff,27,Noon
185,89f05aa646fffff**89f05aa6047ffff**89f05aa6057ffff**89f05aa60c7ffff**89f05aa607bffff**89f05aa606bffff**89f05aa60d7ffff**89f05aa601bffff**89f05aa63d3ffff,24,Morning
163,89f05aa4a2bffff**89f05bda493ffff**89f05aa4e2fffff**89f05aa4e2bffff**89f05aa4a8fffff**89f05aa4e3bffff**89f05aa4a07ffff**89f05aa4eabffff**89f05aa4a93ffff**89f05aa4a3bffff**89f05aa4e23ffff**89f05aa4a17ffff**89f05aa4a97ffff**89f05aa4e33ffff,22,Noon
144,89f05bda413ffff**89f05bda083ffff**89f05bda43bffff**89f05bda09bffff**89f05bda4bbffff**89f05bda42bffff**89f05bda48bffff**89f05bda423ffff**89f05bda4abffff**89f05bda42fffff**89f05bda483ffff**89f05bda403ffff**89f05bda407ffff**89f05bda087ffff**89f05bda417ffff**89f05bda4b3ffff**89f05bda467ffff**89f05bda097ffff**89f05bda433ffff**89f05bda093ffff**89f05bda40fffff**89f05bda477ffff**89f05bda487ffff**89f05bda48fffff,21,Morning
169,89f05ab6cb7ffff**89f05879343ffff**89f05ab6cb3ffff**89f05ab6c37ffff**89f05ab6d5bffff**89f05ab6ca7ffff**89f05ab6cafffff**89f05879347ffff**89f05ab6ddbffff**89f05ab6c27ffff**89f0587934fffff**89f0587937bffff**89f05ab6ca3ffff,20,Evening
158,89f05aa4c6fffff**89f05aa48d7ffff**89f05aa4c03ffff**89f05aa48cfffff**89f05aa4c63ffff**89f05aa48c3ffff**89f05aa4c77ffff**89f05aa4c67ffff**89f05aa4c0fffff**89f05aa48c7ffff**89f05aa4c73ffff**89f05aa4c0bffff**89f05aa4c1bffff,18,Noon
160,89f05ab6947ffff**89f05ab6943ffff**89f05ab69cbffff**89f05ab69cfffff**89f05ab6d63ffff**89f05ab6d73ffff**89f05ab694fffff**89f05ab6957ffff**89f05ab6953ffff**89f05ab69d3ffff**89f05ab69c3ffff,17,Noon
174,89f05ab694bffff**89f05ab6bbbffff**89f05ab6bb3ffff**89f05ab6bafffff**89f05ab6b37ffff**89f05ab6ba3ffff,16,Evening
190,89f05aa4e67ffff**89f05aa4e03ffff**89f05aa4e0fffff**89f05aa4a1bffff**89f05aa4a13ffff**89f05aa4ac7ffff**89f05aa4e77ffff**89f05aa4a83ffff**89f05aa4a8bffff**89f05aa4a03ffff**89f05aa4a9bffff**89f05aa4e13ffff**89f05aa4a0bffff**89f05aa4e17ffff**89f05aa4e07ffff,14,Noon
167,89f05aa4b4fffff**89f05aa4bcbffff**89f05aa4a27ffff**89f05aa4bd3ffff**89f05aa4bc3ffff**89f05aa4ab7ffff**89f05aa4b4bffff**89f05aa4b43ffff**89f05aa4aa7ffff**89f05aa486bffff**89f05aa484bffff**89f05aa4b5bffff**89f05aa4847ffff**89f05aa4aa3ffff**89f05aa4843ffff**89f05aa4857ffff**89f05aa484fffff**89f05aa4bcfffff**89f05aa4a37ffff**89f05aa4b53ffff**89f05aa4ab3ffff**89f05aa4bdbffff**89f05aa4b57ffff**89f05aa487bffff,12,Noon
177,89f05ab4da7ffff**89f05ab4d37ffff**89f0586b64fffff**89f05ab4da3ffff**89f05ab4db7ffff**89f05ab4dafffff**89f0586b643ffff**89f05ab4db3ffff,12,Evening
154,89f05aa6ecfffff**89f05aa611bffff**89f05aa6583ffff**89f05aa6567ffff**89f05aa61c7ffff**89f05aa6e47ffff**89f05aa610bffff**89f05aa6503ffff**89f05aa658fffff**89f05aa6e57ffff**89f05aa6577ffff**89f05aa6ed3ffff**89f05aa6173ffff**89f05aa6ec3ffff**89f05aa61d7ffff**89f05aa6163ffff**89f05aa650fffff**89f05aa6513ffff**89f05aa6517ffff,11,Noon
152,89f05bda497ffff**89f05aa4aafffff**89f05aa4abbffff**89f05aa4a33ffff**89f05aa4a2fffff**89f05aa4aabffff**89f05aa4a23ffff,10,Noon
114,89f05aa43b3ffff**89f05aa4437ffff**89f05aa43bbffff**89f05aa455bffff**89f05aa40afffff**89f05aa40bbffff**89f05aa40abffff**89f05aa43abffff**89f05aa4323ffff**89f05aa40a3ffff**89f05aa40b3ffff**89f05aa4027ffff**89f05aa414bffff**89f05aa4397ffff**89f05aa4387ffff**89f05aa4033ffff**89f05aa415bffff**89f05aa4023ffff**89f05aa454bffff**89f05aa4037ffff**89f05aa4333ffff**89f05aa402fffff**89f05aa4427ffff,9,Night
182,89f05ab4a0bffff,9,Night
151,89f05bda46fffff**89f05bda0c7ffff**89f05bda473ffff**89f05bda0d3ffff**89f05bda057ffff**89f05bda01bffff**89f05bda063ffff**89f05bda06fffff**89f05bda00bffff**89f05bda073ffff**89f05bda0c3ffff**89f05bda0cfffff**89f05bda0d7ffff**89f05bda463ffff**89f05bda047ffff,8,Noon
153,89f058696bbffff**89f05ab4933ffff**89f05869623ffff**89f05ab49abffff**89f05869693ffff**89f05869607ffff**89f05ab4997ffff**89f05ab492fffff**89f05869687ffff**89f05ab492bffff**89f05ab4987ffff**89f0586968fffff**89f05ab4d23ffff**89f05869683ffff**89f05869617ffff**89f05ab4923ffff**89f05869633ffff**89f05ab4d2fffff**89f05869697ffff,8,Noon
164,89f05ab6d0fffff**89f05ab69c7ffff**89f05ab6d6fffff**89f05ab691bffff**89f05ab6963ffff**89f05ab690bffff**89f05ab6973ffff**89f05ab696fffff**89f05ab697bffff**89f05ab69d7ffff,8,Noon
157,89f05ab6a4fffff**89f05ab6a53ffff**89f05ab6a43ffff,8,Noon
150,89f05aa481bffff**89f05aa4bc7ffff**89f05aa4bd7ffff**89f05aa480bffff**89f05aa4b1bffff**89f05aa486fffff**89f05aa4873ffff**89f05aa4863ffff**89f05aa488bffff**89f05aa489bffff**89f05aa4813ffff,7,Noon
192,89f0584e933ffff**89f05845acfffff**89f0584e927ffff**89f0584e9a7ffff**89f0587b45bffff**89f05845e47ffff**89f0587b28fffff**89f0587b28bffff**89f0587b4dbffff**89f0584edb7ffff**89f0587b623ffff**89f05845a4bffff**89f05845e57ffff**89f05845e6bffff**89f0587b293ffff**89f05845e7bffff**89f0587b6bbffff**89f05845e63ffff**89f05845a4fffff**89f0587b607ffff**89f0587b44bffff**89f0587b62bffff**89f05845acbffff**89f0584e9a3ffff**89f0584e9b7ffff**89f0584eda3ffff**89f0587b62fffff**89f0587b4cbffff**89f0587b283ffff**89f0584ed37ffff**89f05845ad3ffff**89f0587b60fffff**89f05845e73ffff**89f0587b6b3ffff**89f0587b667ffff**89f0584edafffff**89f05845e43ffff**89f0587b63bffff**89f0587b603ffff**89f0587b29bffff**89f05845a53ffff**89f0584e9b3ffff**89f05845ac3ffff**89f0587b677ffff**89f05845adbffff**89f05845e0bffff**89f0587b617ffff**89f0584e923ffff**89f0584e937ffff**89f0584eda7ffff**89f0587b633ffff**89f05845a43ffff**89f05845e4fffff**89f0587b6abffff**89f0587b687ffff**89f0587b697ffff**89f0587b6a3ffff**89f0587b213ffff**89f0584e9afffff**89f0584e92fffff,6,Noon
191,89f0587b67bffff**89f0587b253ffff**89f0584cda7ffff**89f0587b663ffff**89f0587b2d3ffff**89f0587b657ffff**89f0587b647ffff**89f0587b24fffff**89f0587b2cbffff**89f0587b66fffff**89f0587b6cfffff**89f0587b66bffff**89f0587b2cfffff**89f0587b2dbffff**89f0587b2c3ffff**89f0587b243ffff,6,Noon
200,89f05ab411bffff**89f05ab410bffff**89f05ab41d7ffff**89f05ab41c7ffff,6,Morning
178,89f05ab6803ffff**89f05ab6867ffff**89f05ab6877ffff**89f05ab680fffff**89f05ab689bffff**89f05ab688bffff**89f05ab6813ffff,6,Evening
166,89f05aa6137ffff**89f05aa6c5bffff**89f05aa6e33ffff**89f05aa6eabffff**89f05aa6e2fffff**89f05aa6127ffff**89f05aa6eb7ffff**89f05aa6e37ffff**89f05aa6c4bffff**89f05aa6eafffff**89f05aa6ea3ffff**89f05aa6ebbffff**89f05aa6e87ffff**89f05aa6eb3ffff**89f05aa685bffff**89f05aa6a97ffff**89f05aa6c4fffff**89f05aa6ab3ffff**89f05aa6e97ffff,6,Noon
207,89f05ab45abffff**89f05ab45bbffff**89f05ab6e4bffff,5,Morning
197,89f05aa4ed7ffff**89f05aa4e57ffff**89f05aa4e73ffff**89f05aa4e63ffff**89f05aa4e0bffff**89f05aa4ec7ffff**89f05aa4e8bffff**89f05aa4e6fffff**89f05aa4e1bffff**89f05aa4e47ffff**89f05aa4ecbffff,5,Evening
118,89f05869257ffff**89f058692cbffff**89f058692c3ffff**89f058692cfffff,5,Night
194,89f05ab4a47ffff**89f05ab4ac7ffff**89f05ab4a57ffff**89f05ab4ad7ffff**89f05ab4acfffff**89f05ab4e6fffff**89f05ab4a53ffff,5,Noon
196,89f05aa4b8bffff**89f05aa4803ffff**89f05aa4877ffff**89f05aa4b9bffff**89f05aa480fffff**89f05aa4b03ffff**89f05aa4b77ffff**89f05aa4b0fffff**89f05aa4867ffff**89f05aa4b13ffff,5,Noon
168,89f05ab41afffff,5,Evening
159,89f0587936bffff**89f05ab6dd3ffff**89f05ab6dcfffff**89f05ab6dc3ffff,4,Noon
175,89f0584e97bffff**89f0584e957ffff**89f0584ed67ffff**89f0584e98bffff**89f0584e9d7ffff**89f0584ed2bffff**89f0584e947ffff**89f0584e9c3ffff**89f0584e9c7ffff**89f0584e99bffff**89f0584e9cfffff,4,Evening
212,89f05bda45bffff**89f05bda05bffff**89f05bda627ffff**89f05bda447ffff**89f05bda6a7ffff**89f05bda6b3ffff**89f05aa592fffff**89f05bda6b7ffff**89f05bda6a3ffff**89f05bda687ffff**89f05aa5923ffff**89f05aa5937ffff**89f05bda47bffff**89f05bda4cbffff**89f05bda0dbffff**89f05bda46bffff**89f05aa5933ffff**89f05bda44fffff**89f05bda453ffff**89f05bda637ffff**89f05bda443ffff**89f05bda6afffff**89f05bda457ffff**89f05bda44bffff**89f05aa59a7ffff**89f05bda697ffff**89f05aa59afffff**89f05bda6bbffff**89f05bda04bffff**89f05aa5927ffff,4,Morning
189,89f05ab6a8bffff**89f05ab6a03ffff**89f05ab6a0fffff**89f05ab6a13ffff,4,Noon
215,89f05bda2b7ffff**89f05bda3c3ffff**89f05bda2a3ffff**89f05bda3d3ffff**89f05bda3cbffff**89f05bda0cbffff**89f05bda353ffff**89f05bda07bffff**89f05bda3cfffff**89f05bda06bffff**89f05bda04fffff**89f05bda3dbffff**89f05bda053ffff**89f05bda2b3ffff**89f05bda043ffff**89f05bda2a7ffff,3,Night
208,89f05ab4e8fffff**89f05ab412fffff**89f05ab4e83ffff,3,Morning
211,89f05aa45d7ffff**89f05aa45c7ffff**89f05aa636fffff,3,Evening
170,89f05ab45b3ffff**89f05ab45a3ffff**89f05ab4523ffff**89f05ab4533ffff,3,Evening
165,89f05ab6e0fffff**89f05ab6e77ffff,3,Noon
180,89f05aa6827ffff**89f05aa6ca7ffff**89f05aa68afffff**89f0586936bffff**89f05aa6ddbffff**89f05aa6d43ffff**89f05aa6d53ffff**89f05869347ffff**89f0586937bffff**89f05aa6837ffff**89f05aa6dcbffff,3,Evening
186,89f05845303ffff**89f0584ed03ffff**89f0584ed1bffff**89f0584ed9bffff**89f0584531bffff**89f0584ed13ffff**89f0584ed0fffff**89f0584e9d3ffff**89f0584ed63ffff**89f058453d7ffff**89f0584530bffff**89f05845367ffff**89f0584530fffff**89f05845377ffff**89f058453c7ffff**89f0584ed0bffff**89f0584ed6fffff**89f0584edc7ffff**89f05845373ffff**89f0584edd7ffff**89f0584ed73ffff**89f0584ed77ffff**89f05845363ffff**89f0584536fffff**89f0584ed8bffff,2,Morning
198,89f0584e983ffff**89f0584e90fffff**89f0587b673ffff**89f0584e96fffff**89f0587b6d7ffff**89f0584e967ffff**89f0584e913ffff**89f0587b68bffff**89f0584e993ffff**89f0587b60bffff**89f0584e91bffff**89f0584e973ffff**89f0587b6c7ffff**89f0584e90bffff**89f0584e903ffff**89f0584e963ffff**89f0587b61bffff**89f0587b69bffff**89f0587b613ffff**89f0584e977ffff,2,Night
140,89f05aa4053ffff**89f05aa4043ffff**89f05aa404fffff**89f05aa40cfffff,2,Night
141,89f0584ec6fffff**89f0584ecc7ffff**89f0584ec83ffff**89f0584ec17ffff**89f0584523bffff**89f0584ec0bffff**89f0584ec03ffff**89f0584ec9bffff**89f0584ec1bffff**89f0584ec07ffff**89f05845223ffff**89f0584ec87ffff**89f0584ec73ffff**89f0584ec63ffff**89f0584ec8bffff**89f0584ec8fffff**89f05845233ffff**89f0584ec93ffff**89f0584ec13ffff**89f0584ec77ffff**89f0584522bffff**89f0584ec97ffff**89f05845267ffff**89f0584ec0fffff**89f0584522fffff,2,Morning
162,89f05aa4a67ffff**89f05aa4a0fffff**89f05bda40bffff**89f05bda49bffff**89f05bda4dbffff**89f05bda4cfffff**89f05bda4c7ffff**89f05aa4a77ffff**89f05aa59b7ffff**89f05aa4a6bffff**89f05bda4d3ffff**89f05aa4a63ffff**89f05bda4d7ffff**89f05aa4a6fffff**89f05aa4a73ffff**89f05bda41bffff**89f05bda4c3ffff,2,Noon
187,89f05ab4113ffff**89f05ab4577ffff**89f05ab419bffff**89f05ab418bffff**89f05ab4567ffff,2,Noon
172,89f05ab4107ffff**89f05ab413bffff**89f05ab41abffff**89f05ab41bbffff,2,Evening
199,89f05ab41b3ffff,2,Evening
201,89f05bda577ffff**89f05bda597ffff**89f05bda50fffff**89f05bda5c7ffff**89f05bda573ffff**89f05bda557ffff**89f05aa4b67ffff**89f05aa4b17ffff**89f05bda513ffff**89f05bda583ffff**89f05aa4b07ffff**89f05aa4b2bffff**89f05bda59bffff**89f05aa4b2fffff**89f05aa4b3bffff**89f05bda593ffff**89f05bda50bffff**89f05bda503ffff**89f05bda58bffff**89f05aa4b8fffff**89f05bda51bffff**89f05bda547ffff,2,Noon
183,89f05ab6a1bffff**89f05ab6ac7ffff**89f05ab6ad7ffff**89f05ab6e6fffff,2,Night
195,89f0587941bffff**89f0587b27bffff**89f058794c3ffff**89f05879463ffff**89f0587b273ffff**89f0584c9a7ffff**89f05879473ffff**89f05879447ffff**89f058794d3ffff**89f058794dbffff**89f0584c9b7ffff**89f058794c7ffff**89f058794d7ffff**89f05879457ffff**89f0587940bffff**89f058794cbffff**89f0587b26bffff,2,Noon
179,89f05ab6e67ffff**89f05ab6a9bffff,2,Evening
184,89f0587949bffff**89f05879413ffff**89f0587b277ffff**89f0587b203ffff**89f05879493ffff**89f0587b20fffff**89f05879467ffff**89f0587946fffff**89f0587b267ffff**89f0587948bffff**89f05879477ffff**89f05879403ffff**89f0587940fffff,2,Morning
173,89f05ab6e8bffff,1,Evening
188,89f05ab6a4bffff**89f05ab4527ffff**89f05ab6a5bffff,1,Noon
214,89f05aa4e4bffff**89f05aa5d17ffff**89f05aa4337ffff**89f05aa5d97ffff**89f05aa5d23ffff**89f05aa43afffff**89f05aa5d33ffff**89f05aa4e5bffff**89f05aa5dbbffff**89f05aa432fffff**89f05aa5dabffff**89f05aa5d07ffff**89f05aa4327ffff**89f05aa43a3ffff**89f05aa5d87ffff,1,Noon
213,89f05ab41a3ffff,1,Noon
161,89f05ab6e13ffff**89f05ab6e03ffff,1,Noon
210,89f0587b6b7ffff**89f0587b0cbffff**89f0587b637ffff**89f0587b043ffff**89f0587b04bffff**89f0587b6a7ffff**89f0587b04fffff**89f0587b44fffff**89f0587b05bffff**89f0587b053ffff**89f0587b627ffff**89f0587b2b3ffff**89f0587b0dbffff**89f0587b6afffff**89f0587b2b7ffff,1,Noon
209,89f05ab6e57ffff**89f05ab6e4fffff**89f05ab6e43ffff**89f05ab6ecfffff,1,Morning
181,89f05ab6e63ffff,1,Night
176,89f05aa6bbbffff**89f05aa4d07ffff**89f05aa490fffff**89f05aa6b23ffff**89f05aa4d17ffff**89f05aa49d7ffff**89f05aa499bffff**89f05aa6babffff**89f05aa4d2bffff**89f05aa4d83ffff**89f05aa4903ffff**89f05aa4913ffff**89f05aa4d3bffff**89f05aa4d8fffff**89f05aa498bffff**89f05aa4d77ffff**89f05aa6b33ffff**89f05aa4d6fffff**89f05aa4d93ffff**89f05aa4d03ffff,1,Evening
206,89f05ab6adbffff**89f05ab6acbffff,1,Morning
205,89f05aa60dbffff**89f05aa66b7ffff**89f05aa604fffff**89f05aa60cbffff**89f05aa6043ffff**89f05aa66a7ffff**89f05aa6053ffff,1,Morning
204,89f05ab453bffff**89f05ab4507ffff,1,Morning
203,89f05ab4e93ffff**89f05ab4123ffff**89f05ab412bffff**89f05ab4133ffff,1,Evening
202,89f05ab452bffff**89f05ab4193ffff,1,Evening
193,89f05ab6ad3ffff**89f05ab6e6bffff,1,Noon
216,89f05ab6a57ffff,1,Morning
